text,value
???? micro-USB ?? ??? ?????? ??? ?????? ???? ???? ? ?? ??? ??? ???? ?? ??? ???? ?? ? ???? ???? ??? ????? ??? ???.,0
??? windos phone 8 ???? ?????? ???? ??? ???? ??? ?? ?????? ?????? ???? .,+1
"??? ?? ??? ???? ????? ?? ??? ???? ????? ??? ?? ?? ???? ?? ???????  ???? ?? ?????? ?????? ? ????? ?? ????? ??? ???? ???? ???? ?? ??? ?? ????? ????? ??????? ????? ???.",+1
"? ?? ??????  ???? ????? ???? ?? ?? ???? ?????? ?? ?????? Maps ? ?? ?????????? ?? ?? iOS 6 ???? ???? ?? ???? ?? ??????? 4 ???? ?????? ?????  ???? ??? ????? ???? ????????? ? ????????? ????? ???? ????? ?? ??? ???????? ????? ? ???? ?? ?? ???? ?????? ?? ?? ????? ????? ? ????? ?????????? ?? ?? ???? ????????.",+2
??? ???? ???? ?? ??? NFC ??? ??????? ? ???????? ?? ???? Android Beam ?? ???? ?????? ??? ???? ?? ??? ?????? ????? ??????? ????? ????.,+1
"?? ?? ??? ???? ?? ????? ??? ???? ?? ?? ???? ???? ???? ?? ???? ???? ??????? ??? ???? ??????? ???? ??????? 
?????? ?? ?? ???? ??????",-1
"???? 
?? ??? ?? ??? ???? ?????? ??? ???? ???? ???? ?? ?? ??? 2 ???? ??? ?? ???? ???????? ??? ?? ??? ??  ????? ????? ???? ??????? ?? ?? ??? ?? ????? ??? ?? ???.",+2
?? ??? ?????? ?? ??????? ??? ??? ?????? ??? ??? ??? ?? 40 ????? ?? ????? ???.,0
??? ?????? ?? 8 ???? ?? ???? ? ??? ???? ????? .,+2
?????? ??? ???? ?? ?? ?????? ??? ? ??????? ?? ??? 8 ???????? ????? ??? ? ?????? ??????? hd?? ??? ???? ???????!,+1
?????? ??? ??????? ??? ???? ?? ?????? ????? ????? ????.,0
???????? ???? ???? ?????? USB 3.0 ?? ??? ?????? ???? ?????.,-1
???? ????? ?? ?? ?? ??? ??? ????  ???? ?? ???? ?? ??? ???? ?? ???? ?? ??? ?? ????? ???? ??? ??? ?????? ???? ???? ?? ?????? ?? ?? ????? ???? ??????!,-1
"???? ?????  ??? ???? ?????? ??? ???? ??? (????? Aperture?  iMovie?  Final Cut Pro X) ?? ???? ??? ???? ????? ??????????? ???? ??? ??? ?????? ??? ????? ???? (????? ?????? Google Chrome) ?? ???? ???? ???? ????? ?????????  ?? ??? ???? ??????? ???.",-1
?? ??? ?????? ?? ?????? ???? ??? ??????? ????? ????? ????.,-1
?? ???????!,-1
???? ??? ??????? ???? ?????? ?? ????? HD ?? ?? ??? ?????? ???? ???.,+1
?? ??? ?? ??? ?? ??? ???? ?? ???? ????? ?? ????? galaxy s3 ???? ??? ???? ????? ???? ????? ??? ? ????? ???? ??? ???? ??? !,+1
??? ?????,+1
????? ???? ???? ?? ????? ???? ?????????8..,+1
"??? ?????? ??? ???? ???? ????  ??????? ? ??? ?? ?? ????? AA?? ??? NimH ???????? ?????? ?? ??? ????? ???? ?? ???? ???? ?????? ??????? ?????? ???.",+1
???? ???? ?? ???? ..,-1
"?? ???? ??? ??? ????? ????? ? ????? ????? ???? ???? ?????? ?? ?????? ?? ?????? ??? ?? ????? ???  ???? ?????? ?? ?? ????? ????? ????? ????  ????? ????? ?? ??? ???? ?? ????? ????? ??? ????? ?????? ??.",+2
?? ?????? ????? ? ??? ???? ? ??????? ? ???? ???? ?? ?? ?? ????? ?? ????? ???? ???? .,+2
??? ???? ???? ??? ??????? ???? ???? ?? ??? ? ?? ????? ???? ?????.,-1
??? ?? ??? ?? ???? ????? ??? ? ?? ?????? ? ????? ????? ?????? ???????? ???.,+2
"? ??? ???????? ????? ?? ?? ???? ????? ???? ????? ??? ??? ??? ???? ????? ????? ???? ?? 
???? ?? ??? ???? ????? ?? ????.",-1
???????? ? ???? ???? ? ?? ?? ????? ?????? ??????.,+1
"????? ?? ??? ?? ??? ??? ?????? ? ?????? ??? ??????? ??? ? ?????? ?? ??? ??? ???? ?? ??? ???? ???? HX100V ????? ???? ????  ??? ?? ??? ?? ????? ??????? ?????????? ?????? ?? ?? ?????? ??? ????.",+1
"???????  ???? ???? LED ??? ?? ??? ??????? ?? ???????? ??? ????????.",+1
"5- ?????????? ?????????? ????????? ? ??? ???? ?? ?? ??? ?? ?????? ???????? ?? ??? ?????? ????? ????.",+2
?? ??? ???? ? ???? ????? ?? ??? ????????? ???? ????.,0
?? ??? ????? ??? ?? ???? ???? ?? ???????? ?? ???????? ????? SD ? MMC ???? ????.,0
?? ?? ?????? ??? ???? ????? ??? ??????? ???? ????? ????? ??? ????? ??(MMS) ????? ??????? ? ??????? ??? ??? ???? ?? ????? ????? ??? ?? ???? ??? ??????? ????.,-1
?????? ???? ???? ?????? ???????? A5 ??? ?? ???? ??? ? ???? ?? ??? ???? ?? ???? ?? ??? 40 ?? ?? ?? ????? ?? ???? ????.,-1
??? ?????? ??? ?? ???????? ??? ???? ???? ????,+2
??? ???????..,+2
"??? ???? ????? ???? ??? ? ?? ??? ???? ????? ?? ??? ?? ??? ??????  ???? ???? ??? ?? ???? ??????? ??? ??? ??? ?? ???? ?? ?? ??? ??? ?? ?? ??? ?????? ???? ? ???? ????? ?????? ???? ??? ?? ??????? ???.",+1
"??? ????:
1-????? ???? ???? ??? ?????? ???? ????? ???? ?? ??? ????? ??? ?????? ????????? ???.",-2
??? ???? ???? ??? ?? 1 ??? ?? ??? 768 ?? ??????? ??? ??? ? ??????? ?????? ?????? ????? ?????? ???????..,-1
??? ???? ??? ???? ?? ?? ?? ????? ?? ??? ???? ? ????? ????? ??????? ? ?? ????? ????? ????? ??? ??? ????.,-1
??? ?????? ???? ?? ???????? ?? ????? ?????? ???? ? ??? ???? ????? ???? ?????? ???? ?? ?? ??????? ?? ????? ?? ?????? ???? ???? ? ??????? ???? ???? ?? ?? ???? ??????.,+1
??? ??????? ?? ??????? 14.1 ????? LED ?? ??????? 768 ? 1366 ????? ? ???? ????? 16:9 ???? ??????.,0
????? ?? ?? ?????? ??? ??? ?? ???? ???????? ?? ??? ??? ???? ??? ??? ???? ?? ?????? ?????? ????????? ??????? ???.,0
? ????? ??? ????? ????? ?? ???? ???? ? ?? ??? ?? ??????? ???.,0
"?? ????
?? ?? ???? ??? ?? ?????? ?? ??????? ????
????? ????  ?? ??? ?????? ???? ??? ???
??? ????? ?? ??? ???? ?? ?????? ????? ????????? ? ??? ? ???? ? ???? ???? ??? ??? ??? ?? ????????? ?????? ? ??? ???? ???? ? ????????? ?? ?????? ?????? ???
??? ????? ?? ???? ?? ???? ?? ?????? ???? ??? ???? ???? ? ??? ??? ??? ????? ???",-1
???? ????? ??????? 4.3 ????? Galaxy S II ?? ??? ??????? ???? ?? ?????????? ?????????? ??????? ????.,+1
???? ?? ?????? ? ????? ????? !,-1
????? ?????? ??????,+1
?? ????? ASUS ?? ????? ???? ?? ?? ??? ?? ?? ??? ???? ?? ?? MotherBoard ?? ????? ??????? ?????? ? ?? ??? ??????? ? ????????? ????? ????? ????? ??? ?? ???? ???? ??? ????????.,+1
?????? ?? ???? ????? ??? ???? ?? ????? ?????? ??? ??? ????? ??? ???.,0
"? ??? ????? ???????? ?? ???? ????? ?? ?? ??? ???? ?? ??? ?????  ??? ??? ????? ???? ????? ?? ????? ??? ?? ?????  ??????? ?? ?????? ??? ????? ? ?? ??? ??? ?? ??????? ???? ???.",+1
"???? ???? ???????? ???? ????? ????? ????? ????
1-???? ?? ?????? ???? ??????
2-????? ?????? ?????? ???????
3-??? ????? ??? ????? ????",-1
??? ??? ????? ?? Galaxy Note 8  ?? ??? ??? ????? ??? ????? ??????? ? ??? ??? ?? ?? ????? ????? ????????.,+2
??? ?????? ?? ??? ????? ??? ????? ????? ?? ???? ??? ???? ??? ? ??? ???? ?????? ???? ??? ???? ?? ?? ???? ???? ??? ?????.,-2
"??? ?? ???? ????? ???? ??? ?????  ???? ?? ???? ????? 4.3 ????? ?? ??? ?? ?????? ?? ???? ????? ???.",-1
"???? ??????? ????? ???? 20 ?? 24 ????
?? ?? ???? ?? ????? ???? ????.",+1
"?? ??? ?? ?? ???? ????? ????
1.",-1
"?? ???? ?? ??? ???? 25 ???? ???? ?? ?? ??? ??? ?????? ?? ???? ??????  ?? ?????? ????? ????? ?? ?? ?? ???? ?? ???? ????? ??? ?????? ?? ?? ??? ??? ?? ???????? ??? ?????? ????? ????? ????? ?? ????? ?? ????.",+2
"?? ??? ????? ??? ??? ????? ???? ?????? ??? ???? ??? ?? ?????? ??????????? ??? ?? ?? ??? ???? ??? ???? ????? ?????? ???? ???.",+2
????? ???? ???? ? ????? ?????? ??? ?? ???? ???? ??? ????? ??????? .,-2
"????? ??? ???? ???? ???? 
????? ????: 
????? ??? ???? ???? ???? ??? ???? ??? ?? ?? ????? ??? ?????? ??? ????
??? ???? ???? ??? ??? ????? ??? 7 ????(????? ? ?????????)
?????? ????? ?? Hdmi ? usb ???? ??? ????? ??????? ? ????? ??? ????? 
?????? ????? ??????? ????? ????? ( ?? lcd)
 ? ??? ???? ?? ?????? ??? ???? ????? ????? ????? 
",-1
???? ????? ????? ?????????? ???? XR550 ???? ????????? ?????????? ???? ?? ?? ????.,+1
"?? ??? ?? ????? HTC ONE X PLUS  ????? ?????? ??? ??? ?????? ??????? ????
",+1
????? ?? ???? ?? ?????? ?????? ??? ??????? ?????? ??? ???? ?? ?? ??????? 4 ????? ?? ??? ? ???? ???? ?????? ? ??????? ??????? ?? ?? ?????? ????????? ???? ?? ????.,-1
????? ????? ???? 1.4 ???? ,0
? ?? ?? ?? ???? ? ???? ??? ???? .,+1
) ???? ??? ???? ??? ??? ??? ?? ???? ???? ??????? ???? ???? ?? ???  ??? ???? ?????? ?? ??????? ??????? ?????.,-2
??? (? ?? ?? ????? ?????) ????? ???? ???? ?? ???? ???? ??????? ? ????? ?? ??? ????? ????? ????.,+1
"????? ????? ???????? ?? ??? ????? 
??? ???? ?? ?? ?? ??? ????? 
?? ??? ????? 
??? ????? 
?????? 
??????? ????? ???? ???? ???? ?????",+2
